product_id;Product Name;Category;Sub-Category
836;Steel Personal Filing/Posting Tote;Office Supplies;Storage
837;"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray";Office Supplies;Envelopes
838;Xerox 1896;Office Supplies;Paper
839;Cardinal Slant-D Ring Binders;Office Supplies;Binders
840;Stockwell Push Pins;Office Supplies;Fasteners
841;Star Micronics TSP800 TSP847IIU Receipt Printer;Technology;Machines
842;Hoover Shoulder Vac Commercial Portable Vacuum;Office Supplies;Appliances
843;Acco Expandable Hanging Binders;Office Supplies;Binders
844;Shocksock Galaxy S4 Armband;Technology;Phones
845;Brother DCP1000 Digital 3 in 1 Multifunction Machine;Technology;Copiers
846;"Eldon Regeneration Recycled Desk Accessories, Smoke";Furniture;Furnishings
847;"Crayola Anti Dust Chalk, 12/Pack";Office Supplies;Art
848;"SAFCO Commercial Wire Shelving, 72h";Office Supplies;Storage
849;Chromcraft 48" x 96" Racetrack Double Pedestal Table;Furniture;Tables
850;Hon Deluxe Fabric Upholstered Stacking Chairs;Furniture;Chairs
851;"Belkin 325VA UPS Surge Protector, 6'";Office Supplies;Appliances
852;PowerGen Dual USB Car Charger;Technology;Phones
853;"Cardinal HOLDit! Binder Insert Strips,Extra Strips";Office Supplies;Binders
854;"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx";Furniture;Furnishings
855;Xerox 1996;Office Supplies;Paper
856;Iris Project Case;Office Supplies;Storage
857;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";Office Supplies;Paper
858;ACCOHIDE Binder by Acco;Office Supplies;Binders
859;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";Office Supplies;Binders
860;Staple-on labels;Office Supplies;Labels
861;Harbour Creations Steel Folding Chair;Furniture;Chairs
862;Wireless Extenders zBoost YX545 SOHO Signal Booster;Technology;Phones
863;"OIC #2 Pencils, Medium Soft";Office Supplies;Art
864;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;Technology;Phones
865;Peel & Stick Add-On Corner Pockets;Office Supplies;Binders
866;Carina 42"Hx23 3/4"W Media Storage Unit;Office Supplies;Storage
867;Toshiba IPT2010-SD IP Telephone;Technology;Phones
868;GuestStacker Chair with Chrome Finish Legs;Furniture;Chairs
869;Xerox 1924;Office Supplies;Paper
870;Ultra Door Push Plate;Furniture;Furnishings
871;Kensington Orbit Wireless Mobile Trackball for PC and Mac;Technology;Accessories
872;Global Chrome Stack Chair;Furniture;Chairs
873;"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish";Office Supplies;Storage
874;Newell 315;Office Supplies;Art
875;Pressboard Data Binders by Wilson Jones;Office Supplies;Binders
876;Wilson Jones Standard D-Ring Binders;Office Supplies;Binders
877;"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry";Furniture;Furnishings
878;Samsung Galaxy Note 2;Technology;Phones
879;GE DSL Phone Line Filter;Technology;Phones
880;Carina Media Storage Towers in Natural & Black;Office Supplies;Storage
881;Fellowes Econo/Stor Drawers;Office Supplies;Storage
882;SANFORD Liquid Accent Tank-Style Highlighters;Office Supplies;Art
883;"Blue String-Tie & Button Interoffice Envelopes, 10 x 13";Office Supplies;Envelopes
884;Canon Imageclass D680 Copier / Fax;Technology;Copiers
885;24-Hour Round Wall Clock;Furniture;Furnishings
886;Eldon Radial Chair Mat for Low to Medium Pile Carpets;Furniture;Furnishings
887;"Eldon Image Series Desk Accessories, Ebony";Furniture;Furnishings
888;Sanford 52201 APSCO Electric Pencil Sharpener;Office Supplies;Art
889;Samsung Replacement EH64AVFWE Premium Headset;Technology;Phones
890;GBC DocuBind P100 Manual Binding Machine;Office Supplies;Binders
891;Fashion Color Clasp Envelopes;Office Supplies;Envelopes
892;Hon Non-Folding Utility Tables;Furniture;Tables
893;Bestar Classic Bookcase;Furniture;Bookcases
894;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;Furniture;Chairs
895;Sanford Pocket Accent Highlighters;Office Supplies;Art
896;Mitel MiVoice 5330e IP Phone;Technology;Phones
897;Westinghouse Clip-On Gooseneck Lamps;Furniture;Furnishings
898;Howard Miller Distant Time Traveler Alarm Clock;Furniture;Furnishings
899;Tennsco Double-Tier Lockers;Office Supplies;Storage
900;Wilson SignalBoost 841262 DB PRO Amplifier Kit;Technology;Phones
901;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";Office Supplies;Binders
902;Pencil and Crayon Sharpener;Office Supplies;Art
903;"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”";Office Supplies;Paper
904;Fellowes Bankers Box Stor/Drawer Steel Plus;Office Supplies;Storage
905;"Performers Binder/Pad Holder, Black";Office Supplies;Binders
906;Office Star Flex Back Scooter Chair with White Frame;Furniture;Chairs
907;Logitech G13 Programmable Gameboard with LCD Display;Technology;Accessories
908;Panasonic KP-380BK Classic Electric Pencil Sharpener;Office Supplies;Art
909;Memorex Froggy Flash Drive 4 GB;Technology;Accessories
910;"Maxell 74 Minute CD-R Spindle, 50/Pack";Technology;Accessories
911;Geemarc AmpliPOWER60;Technology;Phones
912;Avery 48;Office Supplies;Labels
913;Avery Arch Ring Binders;Office Supplies;Binders
914;Xerox 1915;Office Supplies;Paper
915;Avery Reinforcements for Hole-Punch Pages;Office Supplies;Binders
916;Colorific Watercolor Pencils;Office Supplies;Art
917;BIC Liqua Brite Liner;Office Supplies;Art
918;"ACCOHIDE 3-Ring Binder, Blue, 1""";Office Supplies;Binders
919;Xerox 1973;Office Supplies;Paper
920;GBC Binding covers;Office Supplies;Binders
921;Sauder Cornerstone Collection Library;Furniture;Bookcases
922;"Westinghouse Floor Lamp with Metal Mesh Shade, Black";Furniture;Furnishings
923;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;Technology;Phones
924;Belkin 6 Outlet Metallic Surge Strip;Office Supplies;Appliances
925;Hon Valutask Swivel Chairs;Furniture;Chairs
926;Avery 517;Office Supplies;Labels
927;Avery 477;Office Supplies;Labels
928;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";Office Supplies;Paper
929;Seth Thomas 12" Clock w/ Goldtone Case;Furniture;Furnishings
930;Memorex Froggy Flash Drive 8 GB;Technology;Accessories
931;Acco 6 Outlet Guardian Premium Surge Suppressor;Office Supplies;Appliances
932;Avoid Verbal Orders Carbonless Minifold Book;Office Supplies;Paper
933;Fellowes Presentation Covers for Comb Binding Machines;Office Supplies;Binders
934;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;Office Supplies;Art
935;"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter";Office Supplies;Appliances
936;"SAFCO Commercial Wire Shelving, Black";Office Supplies;Storage
937;Tensor Computer Mounted Lamp;Furniture;Furnishings
938;Polycom SoundPoint IP 450 VoIP phone;Technology;Phones
939;"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk";Office Supplies;Paper
940;Cisco CP-7937G Unified IP Conference Station Phone;Technology;Machines
941;Boston 16701 Slimline Battery Pencil Sharpener;Office Supplies;Art
942;Avery 494;Office Supplies;Labels
943;"Memo Book, 100 Message Capacity, 5 3/8” x 11”";Office Supplies;Paper
944;Newell 35;Office Supplies;Art
945;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Office Supplies;Binders
946;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;Office Supplies;Binders
947;Hanging Personal Folder File;Office Supplies;Storage
948;Xerox 1909;Office Supplies;Paper
949;"Leather Task Chair, Black";Furniture;Chairs
950;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";Office Supplies;Paper
951;Digium D40 VoIP phone;Technology;Phones
952;DYMO CardScan Personal V9 Business Card Scanner;Technology;Machines
953;Case Logic 2.4GHz Wireless Keyboard;Technology;Accessories
954;Logitech Desktop MK120 Mouse and keyboard Combo;Technology;Accessories
955;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";Office Supplies;Binders
956;"Lesro Round Back Collection Coffee Table, End Table";Furniture;Tables
957;Hoover WindTunnel Plus Canister Vacuum;Office Supplies;Appliances
958;Xerox 1934;Office Supplies;Paper
959;Newell 329;Office Supplies;Art
960;Panasonic KX T7731-B Digital phone;Technology;Phones
961;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";Office Supplies;Storage
962;White Computer Printout Paper by Universal;Office Supplies;Paper
963;Revere Boxed Rubber Bands by Revere;Office Supplies;Fasteners
964;"Eldon 200 Class Desk Accessories, Black";Furniture;Furnishings
965;Ames Color-File Green Diamond Border X-ray Mailers;Office Supplies;Envelopes
966;"Bevis Oval Conference Table, Walnut";Furniture;Tables
967;Hon 61000 Series Interactive Training Tables;Furniture;Tables
968;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";Office Supplies;Binders
969;Xerox 217;Office Supplies;Paper
970;"Bush Andora Conference Table, Maple/Graphite Gray Finish";Furniture;Tables
971;Xerox 189;Office Supplies;Paper
972;Panasonic KP-150 Electric Pencil Sharpener;Office Supplies;Art
973;GBC Recycled Regency Composition Covers;Office Supplies;Binders
974;"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7";Furniture;Furnishings
975;ShoreTel ShorePhone IP 230 VoIP phone;Technology;Phones
976;Petty Cash Envelope;Office Supplies;Paper
977;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;Office Supplies;Appliances
978;Samsung Rugby III;Technology;Phones
979;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";Office Supplies;Binders
980;Canvas Sectional Post Binders;Office Supplies;Binders
981;Strathmore Photo Mount Cards;Office Supplies;Paper
982;Xerox 203;Office Supplies;Paper
983;Plantronics Audio 995 Wireless Stereo Headset;Technology;Accessories
984;Xerox 1948;Office Supplies;Paper
985;Global Super Steno Chair;Furniture;Chairs
986;OtterBox Defender Series Case - Samsung Galaxy S4;Technology;Phones
987;Wilson Jones Suede Grain Vinyl Binders;Office Supplies;Binders
988;OtterBox Defender Series Case - iPhone 5c;Technology;Phones
989;Wilson Jones DublLock D-Ring Binders;Office Supplies;Binders
990;Surelock Post Binders;Office Supplies;Binders
991;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;Technology;Machines
992;Ibico Plastic Spiral Binding Combs;Office Supplies;Binders
993;Iceberg OfficeWorks 42" Round Tables;Furniture;Tables
994;DAX Wood Document Frame;Furniture;Furnishings
995;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;Office Supplies;Binders
996;Global Executive Mid-Back Manager's Chair;Furniture;Chairs
997;Xerox 1946;Office Supplies;Paper
998;Newell 320;Office Supplies;Art
999;"Eldon Image Series Desk Accessories, Burgundy";Furniture;Furnishings
1000;Newell 340;Office Supplies;Art
1001;Avery 506;Office Supplies;Labels
1002;Xerox 192;Office Supplies;Paper
1003;HP Office Recycled Paper (20Lb. and 87 Bright);Office Supplies;Paper
1004;X-Rack File for Hanging Folders;Office Supplies;Storage
1005;Xerox 199;Office Supplies;Paper
1006;WD My Passport Ultra 500GB Portable External Hard Drive;Technology;Accessories
1007;Cisco IP Phone 7961G-GE VoIP phone;Technology;Phones
1008;Logitech Trackman Marble Mouse;Technology;Accessories
1009;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";Office Supplies;Paper
1010;Acco Perma 3000 Stacking Storage Drawers;Office Supplies;Storage
1011;Xerox 197;Office Supplies;Paper
1012;"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4";Technology;Phones
1013;Hon 2111 Invitation Series Corner Table;Furniture;Tables
1014;Lexmark X 9575 Professional All-in-One Color Printer;Technology;Machines
1015;Ibico Covers for Plastic or Wire Binding Elements;Office Supplies;Binders
1016;Newell 325;Office Supplies;Art
1017;Xerox 1970;Office Supplies;Paper
1018;12 Colored Short Pencils;Office Supplies;Art
1019;"Master Caster Door Stop, Large Neon Orange";Furniture;Furnishings
1020;Rubber Band Ball;Office Supplies;Fasteners
1021;Loose Memo Sheets;Office Supplies;Paper
1022;Xerox 1988;Office Supplies;Paper
1023;"Neat Ideas Personal Hanging Folder Files, Black";Office Supplies;Storage
1024;Belkin OmniView SE Rackmount Kit;Office Supplies;Storage
1025;"Rogers Jumbo File, Granite";Office Supplies;Storage
1026;"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags";Office Supplies;Appliances
1027;"Tenex Personal Self-Stacking Standard File Box, Black/Gray";Office Supplies;Storage
1028;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;Office Supplies;Appliances
1029;Avery 481;Office Supplies;Labels
1030;Newell 310;Office Supplies;Art
1031;Newell 319;Office Supplies;Art
1032;Avery 518;Office Supplies;Labels
1033;Sensible Storage WireTech Storage Systems;Office Supplies;Storage
1034;Kingston Digital DataTraveler 16GB USB 2.0;Technology;Accessories
1035;GBC Imprintable Covers;Office Supplies;Binders
1036;Newell 347;Office Supplies;Art
1037;Pastel Pink Envelopes;Office Supplies;Envelopes
1038;Belkin F8E887 USB Wired Ergonomic Keyboard;Technology;Accessories
1039;ARKON Windshield Dashboard Air Vent Car Mount Holder;Technology;Phones
1040;Xerox 1949;Office Supplies;Paper
1041;"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit";Office Supplies;Appliances
1042;Xerox 1886;Office Supplies;Paper
1043;"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes";Office Supplies;Fasteners
1044;"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color";Office Supplies;Art
1045;Pyle PRT45 Retro Home Telephone;Technology;Phones
1046;Spiral Phone Message Books with Labels by Adams;Office Supplies;Paper
1047;Sauder Inglewood Library Bookcases;Furniture;Bookcases
1048;Xerox 1901;Office Supplies;Paper
1049;Acme Elite Stainless Steel Scissors;Office Supplies;Supplies
1050;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";Furniture;Furnishings
1051;Prang Drawing Pencil Set;Office Supplies;Art
1052;"BOSTON Ranger #55 Pencil Sharpener, Black";Office Supplies;Art
1053;Newell 307;Office Supplies;Art
1054;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;Office Supplies;Art
1055;Avery Binder Labels;Office Supplies;Binders
1056;VTech DS6151;Technology;Phones
1057;V7 USB Numeric Keypad;Technology;Accessories
1058;Peel-Off China Markers;Office Supplies;Art
1059;Acco Perma 2700 Stacking Storage Drawers;Office Supplies;Storage
1060;"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page";Office Supplies;Paper
1061;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";Furniture;Furnishings
1062;Micro Innovations USB RF Wireless Keyboard with Mouse;Technology;Accessories
1063;Plantronics Savi W720 Multi-Device Wireless Headset System;Technology;Accessories
1064;"Stacking Tray, Side-Loading, Legal, Smoke";Furniture;Furnishings
1065;Smead Adjustable Mobile File Trolley with Lockable Top;Office Supplies;Storage
1066;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;Technology;Phones
1067;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);Office Supplies;Paper
1068;Canon PC940 Copier;Technology;Copiers
1069;Multicolor Computer Printout Paper;Office Supplies;Paper
1070;"Brites Rubber Bands, 1 1/2 oz. Box";Office Supplies;Fasteners
1071;Catalog Binders with Expanding Posts;Office Supplies;Binders
1072;Grandstream GXP2100 Mainstream Business Phone;Technology;Phones
1073;Xerox 1940;Office Supplies;Paper
1074;Xerox 1986;Office Supplies;Paper
1075;Binder Clips by OIC;Office Supplies;Fasteners
1076;Wilson Jones 1" Hanging DublLock Ring Binders;Office Supplies;Binders
1077;RCA Visys Integrated PBX 8-Line Router;Technology;Phones
1078;GBC VeloBind Cover Sets;Office Supplies;Binders
1079;Colored Push Pins;Office Supplies;Fasteners
1080;Logitech G105 Gaming Keyboard;Technology;Accessories
1081;Xerox 1925;Office Supplies;Paper
1082;QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;Technology;Phones
1083;DAX Natural Wood-Tone Poster Frame;Furniture;Furnishings
1084;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;Technology;Machines
1085;"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets";Office Supplies;Appliances
1086;GBC ProClick Spines for 32-Hole Punch;Office Supplies;Binders
1087;Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive;Technology;Accessories
1088;Memorex Micro Travel Drive 16 GB;Technology;Accessories
1089;Avery 497;Office Supplies;Labels
1090;Avery 500;Office Supplies;Labels
1091;"""While you Were Out"" Message Book, One Form per Page";Office Supplies;Paper
1092;Rediform Voice Mail Log Books;Office Supplies;Paper
1093;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;Furniture;Bookcases
1094;Nu-Dell Float Frame 11 x 14 1/2;Furniture;Furnishings
1095;Logitech G600 MMO Gaming Mouse;Technology;Accessories
1096;"Sauder Facets Collection Library, Sky Alder Finish";Furniture;Bookcases
1097;Avanti 4.4 Cu. Ft. Refrigerator;Office Supplies;Appliances
1098;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;Office Supplies;Appliances
1099;Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection;Office Supplies;Appliances
1100;"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black";Furniture;Tables
1101;White GlueTop Scratch Pads;Office Supplies;Paper
1102;Holmes HEPA Air Purifier;Office Supplies;Appliances
1103;"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem";Technology;Accessories
1104;Xerox 231;Office Supplies;Paper
1105;Hon 2111 Invitation Series Straight Table;Furniture;Tables
1106;Xerox 1962;Office Supplies;Paper
1107;Wilson Electronics DB Pro Signal Booster;Technology;Phones
1108;"Sauder Camden County Barrister Bookcase, Planked Cherry Finish";Furniture;Bookcases
1109;"DXL Angle-View Binders with Locking Rings, Black";Office Supplies;Binders
1110;"Sauder Camden County Collection Libraries, Planked Cherry Finish";Furniture;Bookcases
1111;Advantus Panel Wall Certificate Holder - 8.5x11;Furniture;Furnishings
1112;Avery 478;Office Supplies;Labels
1113;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Office Supplies;Binders
1114;Recycled Steel Personal File for Standard File Folders;Office Supplies;Storage
1115;Blackstonian Pencils;Office Supplies;Art
1116;Xerox 1919;Office Supplies;Paper
1117;Tops Wirebound Message Log Books;Office Supplies;Paper
1118;AT&T CL82213;Technology;Phones
1119;Maxell LTO Ultrium - 800 GB;Technology;Accessories
1120;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;Furniture;Chairs
1121;"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black";Office Supplies;Art
1122;GE 30522EE2;Technology;Phones
1123;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";Office Supplies;Paper
1124;Logitech Wireless Marathon Mouse M705;Technology;Accessories
1125;Mediabridge Sport Armband iPhone 5s;Technology;Phones
1126;DAX Cubicle Frames - 8x10;Furniture;Furnishings
1127;Xerox 1929;Office Supplies;Paper
1128;Avery 501;Office Supplies;Labels
1129;Avery 513;Office Supplies;Labels
1130;Harmony Air Purifier;Office Supplies;Appliances
1131;"Electrix Incandescent Magnifying Lamp, Black";Furniture;Furnishings
1132;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;Office Supplies;Appliances
1133;"Global Stack Chair with Arms, Black";Furniture;Chairs
1134;Xerox 206;Office Supplies;Paper
1135;Seth Thomas 14" Day/Date Wall Clock;Furniture;Furnishings
1136;Samsung Galaxy S4 Mini;Technology;Phones
1137;Apple iPhone 5;Technology;Phones
1138;Polycom VVX 310 VoIP phone;Technology;Phones
1139;Bady BDG101FRU Card Printer;Technology;Machines
1140;Xerox 1998;Office Supplies;Paper
1141;Honeywell Quietcare HEPA Air Cleaner;Office Supplies;Appliances
1142;Hon Olson Stacker Stools;Furniture;Chairs
1143;"Dana Fluorescent Magnifying Lamp, White, 36""";Furniture;Furnishings
1144;Flat Face Poster Frame;Furniture;Furnishings
1145;"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins";Office Supplies;Storage
1146;Xerox 1981;Office Supplies;Paper
1147;Tops White Computer Printout Paper;Office Supplies;Paper
1148;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";Office Supplies;Binders
1149;Classic Ivory Antique Telephone ZL1810;Technology;Phones
1150;"Sauder Forest Hills Library with Doors, Woodland Oak Finish";Furniture;Bookcases
1151;Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock;Furniture;Furnishings
1152;Jabra SPEAK 410 Multidevice Speakerphone;Technology;Phones
1153;Xerox 211;Office Supplies;Paper
1154;Tennsco Industrial Shelving;Office Supplies;Storage
1155;Newell 334;Office Supplies;Art
1156;Hon 30" x 60" Table with Locking Drawer;Furniture;Tables
1157;Safco Drafting Table;Furniture;Tables
1158;Avery 510;Office Supplies;Labels
1159;Ultra Door Pull Handle;Furniture;Furnishings
1160;Avery Hi-Liter Fluorescent Desk Style Markers;Office Supplies;Art
1161;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";Office Supplies;Paper
1162;Newell 309;Office Supplies;Art
1163;GBC DocuBind TL300 Electric Binding System;Office Supplies;Binders
1164;Jiffy Padded Mailers with Self-Seal Closure;Office Supplies;Envelopes
1165;GBC DocuBind 200 Manual Binding Machine;Office Supplies;Binders
1166;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";Technology;Phones
1167;Global Comet Stacking Armless Chair;Furniture;Chairs
1168;Pressboard Hanging Data Binders for Unburst Sheets;Office Supplies;Binders
1169;Hand-Finished Solid Wood Document Frame;Furniture;Furnishings
1170;"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7";Furniture;Furnishings
1171;Xerox 1891;Office Supplies;Paper
1172;Hewlett-Packard Deskjet 5550 Printer;Technology;Machines
1173;Avery 474;Office Supplies;Labels
1174;Panasonic KX T7736-B Digital phone;Technology;Phones
1175;GBC DocuBind TL200 Manual Binding Machine;Office Supplies;Binders
1176;Global Commerce Series Low-Back Swivel/Tilt Chairs;Furniture;Chairs
1177;Cisco SPA 502G IP Phone;Technology;Phones
1178;Avaya 4621SW VoIP phone;Technology;Phones
1179;Xerox 214;Office Supplies;Paper
1180;Motorola Moto X;Technology;Phones
1181;O'Sullivan 2-Shelf Heavy-Duty Bookcases;Furniture;Bookcases
1182;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Technology;Accessories
1183;GBC Twin Loop Wire Binding Elements;Office Supplies;Binders
1184;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";Office Supplies;Storage
1185;BIC Brite Liner Grip Highlighters;Office Supplies;Art
1186;WD My Passport Ultra 2TB Portable External Hard Drive;Technology;Accessories
1187;"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room";Office Supplies;Appliances
1188;Imation Clip USB flash drive - 8 GB;Technology;Accessories
1189;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;Office Supplies;Binders
1190;Acco 6 Outlet Guardian Standard Surge Suppressor;Office Supplies;Appliances
1191;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";Office Supplies;Supplies
1192;Avery Heavy-Duty EZD View Binder with Locking Rings;Office Supplies;Binders
1193;Belkin Standard 104 key USB Keyboard;Technology;Accessories
1194;Avaya IP Phone 1140E VoIP phone;Technology;Phones
1195;"Global Wood Trimmed Manager's Task Chair, Khaki";Furniture;Chairs
1196;Newell 321;Office Supplies;Art
1197;Jabra Supreme Plus Driver Edition Headset;Technology;Phones
1198;Binder Posts;Office Supplies;Binders
1199;Bevis Round Conference Table Top & Single Column Base;Furniture;Tables
1200;Xerox 1978;Office Supplies;Paper
1201;"Eldon Spacemaker Box, Quick-Snap Lid, Clear";Office Supplies;Art
1202;Plymouth Boxed Rubber Bands by Plymouth;Office Supplies;Fasteners
1203;3.6 Cubic Foot Counter Height Office Refrigerator;Office Supplies;Appliances
1204;"O'Sullivan Elevations Bookcase, Cherry Finish";Furniture;Bookcases
1205;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;Office Supplies;Storage
1206;Southworth Parchment Paper & Envelopes;Office Supplies;Paper
1207;"Tennsco Lockers, Sand";Office Supplies;Storage
1208;Xerox 1922;Office Supplies;Paper
1209;GBC Personal VeloBind Strips;Office Supplies;Binders
1210;Novimex Fabric Task Chair;Furniture;Chairs
1211;"Master Big Foot Doorstop, Beige";Furniture;Furnishings
1212;Microsoft Wireless Mobile Mouse 4000;Technology;Accessories
1213;"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite";Office Supplies;Storage
1214;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";Office Supplies;Binders
1215;Xerox 1952;Office Supplies;Paper
1216;"Fellowes Twister Kit, Gray/Clear, 3/pkg";Office Supplies;Binders
1217;Plantronics Audio 478 Stereo USB Headset;Technology;Accessories
1218;Hon 94000 Series Round Tables;Furniture;Tables
1219;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;Technology;Accessories
1220;"Plantronics CS 50-USB - headset - Convertible, Monaural";Technology;Phones
1221;Computer Printout Paper with Letter-Trim Perforations;Office Supplies;Paper
1222;Avery 52;Office Supplies;Labels
1223;Translucent Push Pins by OIC;Office Supplies;Fasteners
1224;Avery 507;Office Supplies;Labels
1225;Newell 349;Office Supplies;Art
1226;GBC DocuBind P50 Personal Binding Machine;Office Supplies;Binders
1227;Boston KS Multi-Size Manual Pencil Sharpener;Office Supplies;Art
1228;Tennsco 6- and 18-Compartment Lockers;Office Supplies;Storage
1229;Xerox 1888;Office Supplies;Paper
1230;Newell 308;Office Supplies;Art
1231;Polycom SoundStation2 EX Conference phone;Technology;Phones
1232;Mobile Personal File Cube;Office Supplies;Storage
1233;DMI Eclipse Executive Suite Bookcases;Furniture;Bookcases
1234;Quality Park Security Envelopes;Office Supplies;Envelopes
1235;"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia";Technology;Phones
1236;"DataProducts Ampli Magnifier Task Lamp, Black,";Furniture;Furnishings
1237;Acco 6 Outlet Guardian Basic Surge Suppressor;Office Supplies;Appliances
1238;"Sanford Colorific Scented Colored Pencils, 12/Pack";Office Supplies;Art
1239;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";Office Supplies;Paper
1240;Motorla HX550 Universal Bluetooth Headset;Technology;Phones
1241;"Eldon Expressions Wood Desk Accessories, Oak";Furniture;Furnishings
1242;Acme Office Executive Series Stainless Steel Trimmers;Office Supplies;Supplies
1243;Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables;Furniture;Tables
1244;Spigen Samsung Galaxy S5 Case Wallet;Technology;Phones
1245;Newell 33;Office Supplies;Art
1246;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;Office Supplies;Art
1247;Array Memo Cubes;Office Supplies;Paper
1248;Wilson Jones data.warehouse D-Ring Binders with DublLock;Office Supplies;Binders
1249;Xerox 1982;Office Supplies;Paper
1250;Hon Mobius Operator's Chair;Furniture;Chairs
1251;Fellowes Mighty 8 Compact Surge Protector;Office Supplies;Appliances
1252;Harmony HEPA Quiet Air Purifiers;Office Supplies;Appliances
1253;Howard Miller 16" Diameter Gallery Wall Clock;Furniture;Furnishings
